file_path,label
./propertyimages/garden/image-71683128-8.jpg,0
./propertyimages/garden/image-71592747-30.jpg,0
./propertyimages/garden/image-71503083-5.jpg,0
./propertyimages/garden/image-71573370-15.jpg,0
./propertyimages/garden/image-71765247-22.jpg,0
./propertyimages/garden/image-71717028-5.jpg,0
./propertyimages/garden/image-71573370-14.jpg,0
./propertyimages/garden/image-71832018-10.jpg,0
./propertyimages/garden/image-66142353-2.jpg,0
./propertyimages/garden/image-71592747-31.jpg,0
./propertyimages/garden/image-69172785-12.jpg,0
./propertyimages/garden/image-67880769-23.jpg,0
./propertyimages/garden/image-71285709-12.jpg,0
./propertyimages/garden/image-71592747-33.jpg,0
./propertyimages/garden/image-71245851-4.jpg,0
./propertyimages/garden/image-67530417-4.jpg,0
./propertyimages/garden/image-71819631-3.jpg,0
./propertyimages/garden/image-71832018-12.jpg,0
./propertyimages/garden/image-71765247-21.jpg,0
./propertyimages/garden/image-71765247-20.jpg,0
./propertyimages/garden/image-67936441-13.jpg,0
./propertyimages/garden/image-62563842-6.jpg,0
./propertyimages/garden/image-71592747-32.jpg,0
./propertyimages/garden/image-71627286-12.jpg,0
./propertyimages/garden/image-71627349-7.jpg,0
./propertyimages/garden/image-67530417-1.jpg,0
./propertyimages/garden/image-65937123-19.jpg,0
./propertyimages/garden/.DS_Store,0
./propertyimages/garden/image-66142353-12.jpg,0
./propertyimages/garden/image-71503941-3.jpg,0
./propertyimages/garden/image-65937123-18.jpg,0
./propertyimages/garden/image-71568855-10.jpg,0
./propertyimages/garden/image-62563842-3.jpg,0
./propertyimages/garden/image-71627286-13.jpg,0
./propertyimages/garden/image-69035028-8.jpg,0
./propertyimages/garden/image-66142353-6.jpg,0
./propertyimages/garden/image-71665908-13.jpg,0
./propertyimages/garden/image-66142353-10.jpg,0
./propertyimages/garden/image-71665908-12.jpg,0
./propertyimages/garden/image-69035028-9.jpg,0
./propertyimages/garden/image-63421326-2.jpg,0
./propertyimages/garden/image-68191695-8.jpg,0
./propertyimages/garden/image-71602722-1.jpg,0
./propertyimages/garden/image-43725919-15.jpg,0
./propertyimages/garden/image-71821815-13.jpg,0
./propertyimages/garden/image-68007726-1.jpg,0
./propertyimages/garden/image-65550942-8.jpg,0
./propertyimages/garden/image-70915584-9.jpg,0
./propertyimages/garden/image-71568855-9.jpg,0
./propertyimages/garden/image-65846155-6.jpg,0
./propertyimages/garden/image-70915584-8.jpg,0
./propertyimages/garden/image-65846155-31.jpg,0
./propertyimages/garden/image-71665908-0.jpg,0
./propertyimages/garden/image-71771592-19.jpg,0
./propertyimages/garden/image-71821815-14.jpg,0
./propertyimages/garden/image-69073851-7.jpg,0
./propertyimages/garden/image-71771592-18.jpg,0
./propertyimages/garden/image-71821815-15.jpg,0
./propertyimages/garden/image-70737468-9.jpg,0
./propertyimages/garden/image-71665908-1.jpg,0
./propertyimages/garden/image-65846155-30.jpg,0
./propertyimages/garden/image-71765247-2.jpg,0
./propertyimages/garden/image-68957742-5.jpg,0
./propertyimages/garden/image-71821815-17.jpg,0
./propertyimages/garden/image-69073851-4.jpg,0
./propertyimages/garden/image-71272053-8.jpg,0
./propertyimages/garden/image-71272053-9.jpg,0
